127.0.0.1 - - [14/Apr/2022:19:21:59 -0300] "GET / HTTP/1.1" 404 748
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:44:15 -0300] "GET /Biblioteca/resources/admin/index.jsp HTTP/1.1" 200 2458
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:44:15 -0300] "GET /Biblioteca/resources/admin/navbar/css/navbar.css HTTP/1.1" 200 1743
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:44:15 -0300] "GET /Biblioteca/resources/admin/canvasjs.min.js HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:44:15 -0300] "GET /Biblioteca/resources/admin/cruds.css HTTP/1.1" 200 8053
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:44:15 -0300] "GET /Biblioteca/resources/css/jquery-ui.css HTTP/1.1" 200 38638
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:44:15 -0300] "GET /Biblioteca/resources/admin/index.css HTTP/1.1" 200 49698
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:44:15 -0300] "GET /Biblioteca/resources/admin/relatorio/Chart.js HTTP/1.1" 200 444219
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:44:15 -0300] "GET /Biblioteca/resources/js/jquery-3.3.1.js HTTP/1.1" 200 282113
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:44:15 -0300] "GET /Biblioteca/resources/js/jquery-ui.js HTTP/1.1" 200 539419
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:44:15 -0300] "GET /Biblioteca/resources/admin/index.js HTTP/1.1" 200 1649
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:44:15 -0300] "GET /Biblioteca/resources/js/ajax.js HTTP/1.1" 200 2995
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:44:16 -0300] "GET /Biblioteca/resources/admin/button.css.map HTTP/1.1" 404 789
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:44:16 -0300] "GET /Biblioteca/rest/bibliotecaRest/buscarUsuarioLogado/ HTTP/1.1" 200 87
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:44:16 -0300] "GET /favicon.ico HTTP/1.1" 404 759
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:44:16 -0300] "GET /Biblioteca/resources/admin/main/content.jsp HTTP/1.1" 200 771
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:44:16 -0300] "GET /Biblioteca/resources/admin/main/js/main.js HTTP/1.1" 200 9425
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:44:16 -0300] "POST /Biblioteca/rest/bibliotecaRest/buscarAdminPeloUsuario/magalha HTTP/1.1" 200 107
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:44:16 -0300] "GET /Biblioteca/rest/bibliotecaRest/buscarUsuarioLogado/ HTTP/1.1" 200 87
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:44:16 -0300] "GET /Biblioteca/resources/admin/perfil/ HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:44:18 -0300] "GET /Biblioteca/rest/bibliotecaRest/buscarUsuarioLogado/ HTTP/1.1" 200 87
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:44:18 -0300] "GET /Biblioteca/resources/admin/autor/content.jsp HTTP/1.1" 200 14111
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:44:18 -0300] "GET /Biblioteca/resources/admin/autor/js/autor.js HTTP/1.1" 200 50170
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:44:18 -0300] "GET /Biblioteca/resources/admin/autor/js/jquery.maskMoney.js HTTP/1.1" 200 25006
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:44:18 -0300] "POST /Biblioteca/rest/bibliotecaRest/buscarAdminPeloUsuario/magalha HTTP/1.1" 200 107
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:44:18 -0300] "GET /Biblioteca/resources/admin/perfil/ HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:44:18 -0300] "POST /Biblioteca/rest/bibliotecaRest/buscarServicosPorNome/null HTTP/1.1" 200 5108
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:44:18 -0300] "POST /Biblioteca/rest/bibliotecaRest/buscarServicosPorNome/null HTTP/1.1" 200 5108
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:45:35 -0300] "GET /Biblioteca/resources/admin/index.jsp HTTP/1.1" 200 2458
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:45:35 -0300] "GET /Biblioteca/resources/admin/navbar/css/navbar.css HTTP/1.1" 200 1743
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:45:35 -0300] "GET /Biblioteca/resources/admin/canvasjs.min.js HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:45:35 -0300] "GET /Biblioteca/resources/admin/index.css HTTP/1.1" 200 49698
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:45:35 -0300] "GET /Biblioteca/resources/css/jquery-ui.css HTTP/1.1" 200 38638
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:45:35 -0300] "GET /Biblioteca/resources/admin/relatorio/Chart.js HTTP/1.1" 200 444219
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:45:35 -0300] "GET /Biblioteca/resources/admin/cruds.css HTTP/1.1" 200 8053
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:45:35 -0300] "GET /Biblioteca/resources/js/jquery-3.3.1.js HTTP/1.1" 200 282113
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:45:35 -0300] "GET /Biblioteca/resources/js/jquery-ui.js HTTP/1.1" 200 539419
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:45:35 -0300] "GET /Biblioteca/resources/admin/index.js HTTP/1.1" 200 1649
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:45:35 -0300] "GET /Biblioteca/resources/js/ajax.js HTTP/1.1" 200 2995
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:45:35 -0300] "GET /Biblioteca/rest/bibliotecaRest/buscarUsuarioLogado/ HTTP/1.1" 200 87
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:45:35 -0300] "GET /favicon.ico HTTP/1.1" 404 759
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:45:35 -0300] "GET /Biblioteca/resources/admin/main/content.jsp HTTP/1.1" 200 771
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:45:35 -0300] "GET /Biblioteca/rest/bibliotecaRest/buscarUsuarioLogado/ HTTP/1.1" 200 87
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:45:35 -0300] "POST /Biblioteca/rest/bibliotecaRest/buscarAdminPeloUsuario/magalha HTTP/1.1" 200 107
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:45:35 -0300] "GET /Biblioteca/resources/admin/perfil/ HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:45:37 -0300] "GET /Biblioteca/rest/bibliotecaRest/buscarUsuarioLogado/ HTTP/1.1" 200 87
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:45:37 -0300] "GET /Biblioteca/resources/admin/autor/content.jsp HTTP/1.1" 200 14111
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:45:37 -0300] "GET /Biblioteca/resources/admin/autor/js/autor.js HTTP/1.1" 200 50156
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:45:37 -0300] "POST /Biblioteca/rest/bibliotecaRest/buscarAdminPeloUsuario/magalha HTTP/1.1" 200 107
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:45:37 -0300] "GET /Biblioteca/resources/admin/perfil/ HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:45:37 -0300] "POST /Biblioteca/rest/bibliotecaRest/buscarServicosPorNome/null HTTP/1.1" 200 5108
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:45:37 -0300] "POST /Biblioteca/rest/bibliotecaRest/buscarServicosPorNome/null HTTP/1.1" 200 5108
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:46:01 -0300] "GET /Biblioteca/resources/admin/index.jsp HTTP/1.1" 200 2458
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:46:02 -0300] "GET /Biblioteca/resources/admin/canvasjs.min.js HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:46:02 -0300] "GET /Biblioteca/rest/bibliotecaRest/buscarUsuarioLogado/ HTTP/1.1" 200 87
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:46:02 -0300] "POST /Biblioteca/rest/bibliotecaRest/buscarAdminPeloUsuario/magalha HTTP/1.1" 200 107
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:46:02 -0300] "GET /Biblioteca/resources/admin/perfil/ HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:46:02 -0300] "GET /Biblioteca/resources/admin/main/content.jsp HTTP/1.1" 200 771
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:46:02 -0300] "GET /Biblioteca/rest/bibliotecaRest/buscarUsuarioLogado/ HTTP/1.1" 200 87
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:46:05 -0300] "GET /Biblioteca/rest/bibliotecaRest/buscarUsuarioLogado/ HTTP/1.1" 200 87
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:46:05 -0300] "GET /Biblioteca/resources/admin/autor/content.jsp HTTP/1.1" 200 14111
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:46:05 -0300] "GET /Biblioteca/resources/admin/autor/js/autor.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:46:05 -0300] "POST /Biblioteca/rest/bibliotecaRest/buscarAdminPeloUsuario/magalha HTTP/1.1" 200 107
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:46:05 -0300] "GET /Biblioteca/resources/admin/perfil/ HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:46:05 -0300] "POST /Biblioteca/rest/bibliotecaRest/buscarServicosPorNome/null HTTP/1.1" 200 5108
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:46:06 -0300] "POST /Biblioteca/rest/bibliotecaRest/buscarServicosPorNome/null HTTP/1.1" 200 5108
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:46:25 -0300] "GET /Biblioteca/resources/admin/index.jsp HTTP/1.1" 200 2458
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:46:25 -0300] "GET /Biblioteca/resources/admin/canvasjs.min.js HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:46:25 -0300] "GET /Biblioteca/rest/bibliotecaRest/buscarUsuarioLogado/ HTTP/1.1" 200 87
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:46:26 -0300] "GET /Biblioteca/resources/admin/main/content.jsp HTTP/1.1" 200 771
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:46:26 -0300] "GET /Biblioteca/rest/bibliotecaRest/buscarUsuarioLogado/ HTTP/1.1" 200 87
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:46:26 -0300] "POST /Biblioteca/rest/bibliotecaRest/buscarAdminPeloUsuario/magalha HTTP/1.1" 200 107
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:46:26 -0300] "GET /Biblioteca/resources/admin/perfil/ HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:46:28 -0300] "GET /Biblioteca/rest/bibliotecaRest/buscarUsuarioLogado/ HTTP/1.1" 200 87
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:46:28 -0300] "POST /Biblioteca/rest/bibliotecaRest/buscarAdminPeloUsuario/magalha HTTP/1.1" 200 107
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:46:28 -0300] "GET /Biblioteca/resources/admin/perfil/ HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:46:28 -0300] "GET /Biblioteca/resources/admin/autor/content.jsp HTTP/1.1" 200 14111
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:46:28 -0300] "GET /Biblioteca/resources/admin/autor/js/autor.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:46:28 -0300] "POST /Biblioteca/rest/bibliotecaRest/buscarServicosPorNome/null HTTP/1.1" 200 5108
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:46:28 -0300] "POST /Biblioteca/rest/bibliotecaRest/buscarServicosPorNome/null HTTP/1.1" 200 5108
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:21 -0300] "GET /Biblioteca/resources/admin/index.jsp HTTP/1.1" 200 2458
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:22 -0300] "GET /Biblioteca/resources/admin/navbar/css/navbar.css HTTP/1.1" 200 1743
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:22 -0300] "GET /Biblioteca/resources/admin/canvasjs.min.js HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:22 -0300] "GET /Biblioteca/resources/css/jquery-ui.css HTTP/1.1" 200 38638
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:22 -0300] "GET /Biblioteca/resources/admin/relatorio/Chart.js HTTP/1.1" 200 444219
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:22 -0300] "GET /Biblioteca/resources/admin/index.css HTTP/1.1" 200 49698
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:22 -0300] "GET /Biblioteca/resources/admin/cruds.css HTTP/1.1" 200 8053
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:22 -0300] "GET /Biblioteca/resources/js/jquery-3.3.1.js HTTP/1.1" 200 282113
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:22 -0300] "GET /Biblioteca/resources/admin/index.js HTTP/1.1" 200 1649
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:22 -0300] "GET /Biblioteca/resources/js/jquery-ui.js HTTP/1.1" 200 539419
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:22 -0300] "GET /Biblioteca/resources/js/ajax.js HTTP/1.1" 200 2995
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:22 -0300] "GET /Biblioteca/rest/bibliotecaRest/buscarUsuarioLogado/ HTTP/1.1" 200 87
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:22 -0300] "GET /favicon.ico HTTP/1.1" 404 759
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:22 -0300] "GET /Biblioteca/resources/admin/main/content.jsp HTTP/1.1" 200 771
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:22 -0300] "GET /Biblioteca/rest/bibliotecaRest/buscarUsuarioLogado/ HTTP/1.1" 200 87
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:22 -0300] "POST /Biblioteca/rest/bibliotecaRest/buscarAdminPeloUsuario/magalha HTTP/1.1" 200 107
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:22 -0300] "GET /Biblioteca/resources/admin/perfil/ HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:25 -0300] "GET /Biblioteca/rest/bibliotecaRest/buscarUsuarioLogado/ HTTP/1.1" 200 87
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:25 -0300] "GET /Biblioteca/resources/admin/autor/content.jsp HTTP/1.1" 200 14111
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:25 -0300] "GET /Biblioteca/resources/admin/autor/js/autor.js HTTP/1.1" 200 50154
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:26 -0300] "POST /Biblioteca/rest/bibliotecaRest/buscarAdminPeloUsuario/magalha HTTP/1.1" 200 107
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:26 -0300] "GET /Biblioteca/resources/admin/perfil/ HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:26 -0300] "POST /Biblioteca/rest/bibliotecaRest/buscarServicosPorNome/null HTTP/1.1" 200 5108
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:26 -0300] "POST /Biblioteca/rest/bibliotecaRest/buscarServicosPorNome/null HTTP/1.1" 200 5108
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:42 -0300] "GET /Biblioteca/resources/admin/button.css.map HTTP/1.1" 404 789
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:45 -0300] "GET /Biblioteca/resources/admin/index.jsp HTTP/1.1" 200 2458
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:45 -0300] "GET /Biblioteca/resources/admin/navbar/css/navbar.css HTTP/1.1" 200 1743
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:45 -0300] "GET /Biblioteca/resources/admin/canvasjs.min.js HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:45 -0300] "GET /Biblioteca/resources/css/jquery-ui.css HTTP/1.1" 200 38638
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:45 -0300] "GET /Biblioteca/resources/admin/cruds.css HTTP/1.1" 200 8053
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:45 -0300] "GET /Biblioteca/resources/admin/relatorio/Chart.js HTTP/1.1" 200 444219
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:45 -0300] "GET /Biblioteca/resources/js/jquery-3.3.1.js HTTP/1.1" 200 282113
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:45 -0300] "GET /Biblioteca/resources/admin/index.css HTTP/1.1" 200 49698
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:45 -0300] "GET /Biblioteca/resources/admin/index.js HTTP/1.1" 200 1649
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:45 -0300] "GET /Biblioteca/resources/js/ajax.js HTTP/1.1" 200 2995
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:45 -0300] "GET /Biblioteca/resources/js/jquery-ui.js HTTP/1.1" 200 539419
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:45 -0300] "GET /Biblioteca/resources/admin/button.css.map HTTP/1.1" 404 789
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:45 -0300] "GET /Biblioteca/rest/bibliotecaRest/buscarUsuarioLogado/ HTTP/1.1" 200 87
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:45 -0300] "GET /favicon.ico HTTP/1.1" 404 759
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:45 -0300] "GET /Biblioteca/resources/admin/main/content.jsp HTTP/1.1" 200 771
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:45 -0300] "GET /Biblioteca/resources/admin/main/js/main.js HTTP/1.1" 200 9425
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:45 -0300] "GET /Biblioteca/rest/bibliotecaRest/buscarUsuarioLogado/ HTTP/1.1" 200 87
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:45 -0300] "POST /Biblioteca/rest/bibliotecaRest/buscarAdminPeloUsuario/magalha HTTP/1.1" 200 107
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:45 -0300] "GET /Biblioteca/resources/admin/perfil/ HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:49 -0300] "GET /Biblioteca/resources/admin/autor/content.jsp HTTP/1.1" 200 14111
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:49 -0300] "GET /Biblioteca/resources/admin/autor/js/autor.js HTTP/1.1" 200 50154
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:49 -0300] "GET /Biblioteca/resources/admin/autor/js/jquery.maskMoney.js HTTP/1.1" 200 25006
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:49 -0300] "POST /Biblioteca/rest/bibliotecaRest/buscarServicosPorNome/null HTTP/1.1" 200 5108
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:49 -0300] "GET /Biblioteca/rest/bibliotecaRest/buscarUsuarioLogado/ HTTP/1.1" 200 87
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:49 -0300] "POST /Biblioteca/rest/bibliotecaRest/buscarServicosPorNome/null HTTP/1.1" 200 5108
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:49 -0300] "POST /Biblioteca/rest/bibliotecaRest/buscarAdminPeloUsuario/magalha HTTP/1.1" 200 107
0:0:0:0:0:0:0:1 - - [14/Apr/2022:22:48:49 -0300] "GET /Biblioteca/resources/admin/perfil/ HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [14/Apr/2022:23:00:08 -0300] "GET /Biblioteca/resources/admin/index.jsp HTTP/1.1" 200 2458
0:0:0:0:0:0:0:1 - - [14/Apr/2022:23:00:08 -0300] "GET /Biblioteca/resources/admin/navbar/css/navbar.css HTTP/1.1" 200 1743
0:0:0:0:0:0:0:1 - - [14/Apr/2022:23:00:08 -0300] "GET /Biblioteca/resources/admin/canvasjs.min.js HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [14/Apr/2022:23:00:08 -0300] "GET /Biblioteca/resources/css/jquery-ui.css HTTP/1.1" 200 38638
0:0:0:0:0:0:0:1 - - [14/Apr/2022:23:00:08 -0300] "GET /Biblioteca/resources/admin/index.css HTTP/1.1" 200 49698
0:0:0:0:0:0:0:1 - - [14/Apr/2022:23:00:08 -0300] "GET /Biblioteca/resources/admin/cruds.css HTTP/1.1" 200 8053
0:0:0:0:0:0:0:1 - - [14/Apr/2022:23:00:08 -0300] "GET /Biblioteca/resources/admin/relatorio/Chart.js HTTP/1.1" 200 444219
0:0:0:0:0:0:0:1 - - [14/Apr/2022:23:00:08 -0300] "GET /Biblioteca/resources/js/jquery-3.3.1.js HTTP/1.1" 200 282113
0:0:0:0:0:0:0:1 - - [14/Apr/2022:23:00:08 -0300] "GET /Biblioteca/resources/js/jquery-ui.js HTTP/1.1" 200 539419
0:0:0:0:0:0:0:1 - - [14/Apr/2022:23:00:08 -0300] "GET /Biblioteca/resources/admin/index.js HTTP/1.1" 200 1649
0:0:0:0:0:0:0:1 - - [14/Apr/2022:23:00:08 -0300] "GET /Biblioteca/resources/js/ajax.js HTTP/1.1" 200 2995
0:0:0:0:0:0:0:1 - - [14/Apr/2022:23:00:08 -0300] "GET /Biblioteca/resources/admin/button.css.map HTTP/1.1" 404 789
0:0:0:0:0:0:0:1 - - [14/Apr/2022:23:00:09 -0300] "GET /Biblioteca/rest/bibliotecaRest/buscarUsuarioLogado/ HTTP/1.1" 200 87
0:0:0:0:0:0:0:1 - - [14/Apr/2022:23:00:09 -0300] "GET /favicon.ico HTTP/1.1" 404 759
0:0:0:0:0:0:0:1 - - [14/Apr/2022:23:00:09 -0300] "GET /Biblioteca/resources/admin/main/content.jsp HTTP/1.1" 200 771
0:0:0:0:0:0:0:1 - - [14/Apr/2022:23:00:09 -0300] "GET /Biblioteca/resources/admin/main/js/main.js HTTP/1.1" 200 9425
0:0:0:0:0:0:0:1 - - [14/Apr/2022:23:00:09 -0300] "GET /Biblioteca/rest/bibliotecaRest/buscarUsuarioLogado/ HTTP/1.1" 200 87
0:0:0:0:0:0:0:1 - - [14/Apr/2022:23:00:09 -0300] "POST /Biblioteca/rest/bibliotecaRest/buscarAdminPeloUsuario/magalha HTTP/1.1" 200 107
0:0:0:0:0:0:0:1 - - [14/Apr/2022:23:00:09 -0300] "GET /Biblioteca/resources/admin/perfil/ HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [14/Apr/2022:23:00:12 -0300] "GET /Biblioteca/rest/bibliotecaRest/buscarUsuarioLogado/ HTTP/1.1" 200 87
0:0:0:0:0:0:0:1 - - [14/Apr/2022:23:00:12 -0300] "GET /Biblioteca/resources/admin/autor/content.jsp HTTP/1.1" 200 14111
0:0:0:0:0:0:0:1 - - [14/Apr/2022:23:00:12 -0300] "GET /Biblioteca/resources/admin/autor/js/autor.js HTTP/1.1" 200 50106
0:0:0:0:0:0:0:1 - - [14/Apr/2022:23:00:12 -0300] "GET /Biblioteca/resources/admin/autor/js/jquery.maskMoney.js HTTP/1.1" 200 25006
0:0:0:0:0:0:0:1 - - [14/Apr/2022:23:00:12 -0300] "POST /Biblioteca/rest/bibliotecaRest/buscarAdminPeloUsuario/magalha HTTP/1.1" 200 107
0:0:0:0:0:0:0:1 - - [14/Apr/2022:23:00:12 -0300] "GET /Biblioteca/resources/admin/perfil/ HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [14/Apr/2022:23:00:13 -0300] "POST /Biblioteca/rest/bibliotecaRest/buscarServicosPorNome/null HTTP/1.1" 200 5108
0:0:0:0:0:0:0:1 - - [14/Apr/2022:23:00:13 -0300] "POST /Biblioteca/rest/bibliotecaRest/buscarServicosPorNome/null HTTP/1.1" 200 5108
0:0:0:0:0:0:0:1 - - [14/Apr/2022:23:07:08 -0300] "GET /Biblioteca/resources/admin/button.css.map HTTP/1.1" 404 789
0:0:0:0:0:0:0:1 - - [14/Apr/2022:23:11:41 -0300] "GET /Biblioteca/resources/admin/button.css.map HTTP/1.1" 404 789
0:0:0:0:0:0:0:1 - - [14/Apr/2022:23:11:44 -0300] "GET /Biblioteca/resources/admin/index.jsp HTTP/1.1" 200 2458
0:0:0:0:0:0:0:1 - - [14/Apr/2022:23:11:44 -0300] "GET /Biblioteca/resources/admin/navbar/css/navbar.css HTTP/1.1" 200 1743
0:0:0:0:0:0:0:1 - - [14/Apr/2022:23:11:44 -0300] "GET /Biblioteca/resources/admin/canvasjs.min.js HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [14/Apr/2022:23:11:44 -0300] "GET /Biblioteca/resources/css/jquery-ui.css HTTP/1.1" 200 38638
0:0:0:0:0:0:0:1 - - [14/Apr/2022:23:11:44 -0300] "GET /Biblioteca/resources/admin/index.css HTTP/1.1" 200 49698
0:0:0:0:0:0:0:1 - - [14/Apr/2022:23:11:44 -0300] "GET /Biblioteca/resources/js/jquery-3.3.1.js HTTP/1.1" 200 282113
0:0:0:0:0:0:0:1 - - [14/Apr/2022:23:11:44 -0300] "GET /Biblioteca/resources/admin/cruds.css HTTP/1.1" 200 8053
0:0:0:0:0:0:0:1 - - [14/Apr/2022:23:11:44 -0300] "GET /Biblioteca/resources/admin/relatorio/Chart.js HTTP/1.1" 200 444219
0:0:0:0:0:0:0:1 - - [14/Apr/2022:23:11:44 -0300] "GET /Biblioteca/resources/js/jquery-ui.js HTTP/1.1" 200 539419
0:0:0:0:0:0:0:1 - - [14/Apr/2022:23:11:44 -0300] "GET /Biblioteca/resources/admin/index.js HTTP/1.1" 200 1649
0:0:0:0:0:0:0:1 - - [14/Apr/2022:23:11:44 -0300] "GET /Biblioteca/resources/js/ajax.js HTTP/1.1" 200 2995
0:0:0:0:0:0:0:1 - - [14/Apr/2022:23:11:44 -0300] "GET /Biblioteca/resources/admin/button.css.map HTTP/1.1" 404 789
0:0:0:0:0:0:0:1 - - [14/Apr/2022:23:11:44 -0300] "GET /Biblioteca/rest/bibliotecaRest/buscarUsuarioLogado/ HTTP/1.1" 200 87
0:0:0:0:0:0:0:1 - - [14/Apr/2022:23:11:44 -0300] "GET /favicon.ico HTTP/1.1" 404 759
0:0:0:0:0:0:0:1 - - [14/Apr/2022:23:11:44 -0300] "GET /Biblioteca/resources/admin/main/content.jsp HTTP/1.1" 200 771
